,labels
607,t
14031,e
3224,t
16514,t
18583,t
16886,m
579,b
15482,m
22823,t
13843,t
14426,t
24132,b
15069,e
14747,e
12481,b
969,t
496,e
8997,t
20778,t
21573,t
24691,e
22466,b
13139,b
24896,b
1330,m
695,b
375,m
11013,e
13361,b
18701,m
23120,e
18648,t
18162,e
22894,b
8121,m
9311,t
4674,m
22173,t
13715,m
19631,b
5405,m
2117,b
11118,e
17302,b
1411,m
6980,m
9519,t
3280,b
3287,b
17157,e
13142,e
20234,e
14196,e
8042,e
710,e
11684,e
14959,e
426,m
5445,m
14206,t
2285,b
15808,t
17511,t
18815,t
12527,e
2047,m
23122,b
1004,e
290,m
5739,e
6932,e
22074,e
15893,e
15389,e
18021,m
6887,m
24250,b
18964,e
16855,e
1488,m
2287,b
16587,m
24711,m
20456,m
13797,b
23784,m
13413,b
20145,b
14618,e
20351,t
2353,t
22910,m
19980,b
13122,t
20088,m
17717,t
23415,b
7054,t
2637,e
24494,m
1141,b
15110,e
16797,t
17023,t
24695,m
16300,t
5040,t
11935,b
124,e
20575,b
9060,t
532,e
21825,m
18137,b
9800,m
2822,e
4904,b
2385,b
23890,b
23725,t
12838,e
1466,e
7285,b
21807,m
24134,e
358,m
471,m
16465,t
5949,m
22965,m
10075,e
373,b
6134,b
9550,b
19196,e
8406,b
4793,t
18109,b
7728,b
4802,e
4247,b
2475,m
6557,t
11301,b
5895,m
11088,t
14275,b
1254,b
16424,e
23779,t
2583,e
5686,b
1994,b
8534,e
17209,m
7319,e
1773,m
17512,t
20476,m
8920,t
40,b
4009,t
9923,m
10193,m
21311,m
17822,e
13860,e
22707,t
22800,e
8111,m
5011,e
6900,e
7089,t
16882,m
21389,m
14927,b
20051,e
3734,m
3818,m
14159,t
477,b
9469,m
20264,e
15036,m
7954,t
24438,e
6373,m
4826,e
16141,e
17423,b
14875,b
5043,b
7725,m
6910,e
21793,t
14084,m
9173,b
14566,b
21889,e
15577,e
430,e
7564,m
16702,t
9541,m
3438,m
18936,e
10346,b
19842,m
18033,m
7392,t
3161,m
2520,e
19043,m
23266,e
22470,e
4163,m
19809,b
3137,e
14254,e
19126,t
11567,m
6323,m
16971,e
5250,t
21295,b
9047,t
14765,b
17343,e
20731,t
13422,e
11443,t
9882,t
17551,e
1024,b
21184,b
8671,t
14718,b
1761,b
10999,e
3531,b
5462,m
19600,m
16924,t
17335,b
15377,b
2259,t
17791,e
24769,b
8365,m
23597,t
769,t
10100,m
20484,m
19567,m
5023,m
5499,e
2781,t
2929,b
5955,e
8956,t
2239,b
8148,b
20291,m
15291,e
12252,e
24562,b
3007,m
22305,m
19729,m
9120,t
11820,t
23916,m
1505,b
1561,t
23167,m
125,e
13294,b
17668,b
11089,m
10033,t
9410,m
278,m
13584,m
1915,m
19324,b
7004,e
3894,e
21980,e
22947,e
11719,b
11736,t
20334,m
10223,e
4056,b
4634,e
20317,e
5391,t
2940,m
121,m
15610,t
10649,m
12866,m
21891,b
5321,t
21112,b
14419,e
16377,e
13572,e
12951,t
15481,t
21219,t
8756,t
2623,b
11155,e
18567,m
20976,t
15007,b
11948,m
24148,t
11246,m
8353,b
9899,m
23963,e
6045,e
2493,e
22641,t
23022,e
8209,t
3833,e
8849,m
17224,b
23622,b
7822,b
1707,t
4226,t
18077,e
4440,e
13888,b
21574,m
13861,t
18066,m
12913,e
22366,b
24481,t
16445,m
11486,t
17842,e
13182,t
21563,t
11504,t
23424,t
22171,b
24106,m
13879,b
3572,b
16045,m
2416,e
9115,e
6188,t
18921,b
15789,b
22355,t
23246,m
16653,b
17979,b
10157,b
10896,m
19169,t
3392,t
12080,e
21456,m
19010,m
19512,e
11685,e
3428,t
15822,e
20671,m
13270,m
14605,b
5791,t
18800,b
10421,t
10832,m
4287,e
12435,e
1944,m
8855,b
9511,t
937,e
16165,e
3424,m
13042,m
1067,t
5389,b
2496,t
11546,b
17994,m
18260,m
3604,t
13238,m
10275,m
1357,t
21881,m
10472,b
23145,b
8674,t
13579,e
661,t
7934,m
432,m
1062,t
19660,b
9355,e
4916,b
21636,t
21619,e
7581,m
14160,b
15660,b
8270,m
12627,m
7486,m
3337,e
19401,e
10858,t
22308,e
3800,m
21791,e
20464,m
18213,t
18222,t
4584,m
7617,b
15989,e
23064,m
9895,m
318,b
22336,e
22027,b
12450,b
1145,m
18504,e
2729,t
4354,t
7230,e
10555,m
3962,t
20150,e
18770,e
6776,b
12223,m
17094,m
17667,m
24610,m
18377,m
2226,m
19524,t
3786,e
8890,b
24376,t
12217,b
16915,m
7894,t
23570,b
113,t
10848,b
17406,b
6333,e
2585,b
5393,t
19641,t
12508,e
4367,e
7826,m
18663,e
16872,m
8771,m
6361,m
7053,b
10231,b
711,m
19330,m
12995,t
12702,e
11063,t
23676,b
6798,t
12298,e
24768,m
21583,t
7258,b
6369,e
17778,b
14895,t
445,b
8051,b
24838,t
22161,e
20361,m
6360,t
11755,t
22905,b
13981,t
23426,m
21258,m
19837,t
913,m
20146,b
18604,e
15911,b
9261,m
4483,e
15907,t
18823,m
629,e
9187,e
15540,e
5785,t
9838,b
9102,e
2530,t
3190,b
21397,e
23620,b
8172,e
17400,e
22993,m
5008,e
16809,e
2142,m
4925,t
22584,t
19037,b
15002,t
20123,b
18017,m
4639,e
1328,m
14463,b
244,m
17547,b
23971,m
6689,e
10236,b
23571,b
21169,e
19624,m
6485,m
18544,t
9967,m
2378,e
16246,m
11288,m
23205,b
13634,t
17119,t
20156,e
9561,m
11516,t
15766,e
18694,e
4435,t
4217,m
15875,t
8245,b
12454,t
153,t
15341,e
24444,b
1997,m
20187,m
21649,e
12324,m
95,e
12405,t
8185,t
15410,t
19813,m
939,b
7103,e
15215,b
808,t
20205,b
5674,t
17464,m
10928,e
12096,m
22974,t
2201,t
11217,m
23967,e
7484,t
5937,e
13028,e
23347,e
20598,e
18445,m
18155,b
7078,m
3345,m
8415,m
16819,t
9746,t
19866,b
18779,t
17638,b
4598,m
411,t
15602,b
5914,e
20084,e
3535,m
24330,m
21827,t
21860,b
19710,t
17184,t
20878,b
23853,b
14770,b
6477,e
14741,t
12115,m
9869,e
7263,e
17942,m
19217,t
8425,t
10175,e
18286,m
7483,m
24585,m
4774,t
12683,b
23697,b
19072,e
10937,b
5303,m
12532,t
3812,e
21306,m
19910,e
20802,m
5082,t
23276,m
5858,m
8410,e
15738,b
5491,b
7440,e
10467,t
1123,m
926,e
18769,b
18290,t
600,b
7071,t
20605,m
3151,m
12158,t
2511,b
22821,e
1887,e
13379,b
22992,t
1084,e
17277,b
2809,m
4862,t
5740,b
18559,t
1829,m
3373,t
3768,e
509,b
19076,m
2023,t
7122,e
11873,m
8320,m
16197,t
20337,m
2368,e
16640,t
4142,m
20543,b
23204,m
5793,e
6228,m
19368,e
11130,b
233,e
3112,m
16647,b
23739,e
10348,b
9002,t
18258,e
15579,e
2824,b
3946,e
10908,b
22832,b
14158,t
23554,t
8993,t
4631,t
6336,e
22612,t
19811,t
10471,b
4909,m
7457,b
5414,b
21954,m
17044,e
16335,e
15117,t
21312,t
1868,t
14181,t
9920,e
4578,m
529,t
3098,t
16088,b
18184,b
13304,t
2321,b
22192,e
13924,m
14390,b
2708,b
9595,m
19123,e
21781,e
15904,t
2055,e
6799,m
750,e
6502,b
10317,t
13670,t
20968,t
22925,t
1195,b
21894,m
5584,t
7913,m
6828,t
12409,m
23937,t
19225,t
1229,t
7524,t
14737,e
12644,e
11638,e
7159,b
5876,t
24115,e
22400,t
4399,b
5540,b
15527,t
17175,b
15690,e
12142,e
23280,e
2161,e
7745,t
3864,m
10487,t
19517,e
16555,b
11440,t
6993,m
6591,e
16113,b
15607,t
7780,t
21100,t
22745,e
1759,b
23928,m
10558,m
23322,e
1882,t
22938,m
20721,b
21406,e
2322,e
7632,t
15098,e
5500,m
17222,e
16727,e
23171,m
1208,e
2089,t
11320,b
24193,t
9494,m
2352,m
16948,b
12620,e
21716,e
20053,e
14727,m
12022,e
3893,b
478,t
19075,b
22529,m
19840,b
7901,m
546,t
5274,b
2691,t
5651,m
18462,b
11199,m
14443,m
3891,t
19773,b
22055,e
20241,b
15297,m
17754,m
22393,m
24315,b
24622,m
5275,e
3355,m
2613,t
8545,t
15294,t
14812,b
22561,t
16580,t
24157,b
3312,e
24843,b
10506,t
12327,m
690,t
17706,e
5986,e
18561,b
17680,b
15950,b
13216,m
9446,b
1724,m
20839,m
6417,e
1696,e
19343,m
10565,m
9332,t
24119,m
15319,m
8285,m
3682,m
20592,e
7580,t
23177,b
11208,b
4330,e
6180,e
20437,t
20375,b
10926,e
24488,b
3054,e
11600,b
10007,m
23790,e
15657,t
17759,m
2957,t
16252,e
20971,t
7465,b
19099,e
17782,t
20540,b
9020,m
13050,t
19194,m
20924,e
20761,m
14270,b
20526,t
2487,m
4470,t
4444,e
10419,b
13106,m
11761,m
9819,b
17039,e
5998,m
19971,e
19666,b
17595,b
19522,b
12993,t
15998,t
9934,e
3528,e
14418,e
23160,t
19945,t
4658,e
24932,b
19950,m
23585,b
1268,t
17587,m
13311,m
1161,b
5744,m
1172,e
464,m
23583,e
15476,e
16763,t
18838,e
12259,t
7342,t
21210,m
17871,t
21492,m
7288,e
2988,m
22203,e
10856,b
15340,m
22761,t
981,b
7627,t
752,b
4541,t
14063,m
5725,b
16125,m
9116,t
1430,t
7301,m
7500,t
14193,b
19545,e
17779,b
1941,m
11575,m
8779,e
16816,e
2687,t
7610,t
11064,e
468,t
13697,b
22742,m
7850,e
2087,m
1303,e
15322,m
17657,t
20737,t
12974,m
16296,e
22836,e
14811,t
19644,e
10156,t
22296,b
15945,b
12378,m
13329,t
5924,e
642,e
2305,b
17977,b
22331,e
20748,t
17249,e
18515,b
6402,e
22693,e
21784,b
12118,b
20705,b
17515,m
6790,b
11747,e
8871,b
24104,t
8262,b
22267,e
8054,t
24032,t
20076,b
2252,b
19999,t
4257,b
19283,m
6017,b
11798,e
12214,e
9097,b
1881,m
8972,e
6490,t
2428,t
24339,m
23224,e
15551,t
22845,e
4157,b
17378,e
22525,b
12055,b
15962,e
11068,e
1815,m
3143,t
19978,m
9040,e
14967,t
17726,e
7450,e
8865,m
1164,b
21735,e
8068,b
18707,t
23082,m
10339,m
20257,b
5299,b
10537,e
15698,b
22672,m
2830,t
4058,m
21,t
21804,t
4834,t
16189,t
20341,t
12607,m
5562,b
11753,e
15730,t
6684,m
2915,b
3427,t
4028,t
7881,t
12774,m
20645,e
19869,m
41,e
23956,b
4596,e
9425,b
10371,e
2498,b
7603,t
21752,t
17072,e
19786,m
20004,m
2783,t
22252,t
5120,b
18199,m
17275,t
9384,m
1888,e
21252,m
23026,t
18968,m
165,t
13342,t
21417,b
15760,e
15664,m
24970,t
11695,b
13302,m
77,m
11052,b
8458,b
17557,e
4086,e
8106,b
16714,t
3133,m
13800,b
1963,b
21987,m
12478,t
21580,t
1240,m
10611,m
11429,b
1301,e
17341,m
18203,t
6963,t
13547,m
206,e
20689,t
6506,m
23408,b
1790,e
5708,m
14991,m
19135,b
7003,t
3366,t
22467,m
23551,m
20100,m
8098,t
10826,e
14059,m
4201,e
10828,m
24433,e
14045,m
6465,e
18568,e
11908,m
23002,t
5201,m
12856,b
8359,m
8015,m
20872,t
24292,m
788,t
11720,e
16623,b
1339,b
264,t
773,m
6237,b
4253,e
9982,m
8967,b
21955,b
19405,b
5892,m
6991,e
15946,b
18376,m
3913,m
3641,e
3332,t
6950,b
10163,e
16058,b
11083,m
9142,t
16835,e
16122,m
8145,e
23327,t
1295,b
4734,e
16243,b
14903,m
13600,t
2950,b
13488,b
17904,t
22896,b
3824,e
15982,m
16031,e
8144,e
11300,e
20673,b
11923,e
21663,m
15943,m
4798,b
3447,t
1319,t
20683,t
17872,t
23850,m
16903,e
17140,t
2702,e
22752,e
1008,b
12616,m
3662,m
1989,b
22861,e
16022,t
20510,b
13816,m
23332,t
447,e
8828,m
21910,e
2320,m
19001,e
9854,e
5296,b
14211,m
24597,e
5722,e
18226,m
23699,t
21111,e
15237,e
20909,b
16993,t
6767,b
23505,m
3166,b
15367,e
1304,m
22634,e
9792,b
21930,t
16728,e
11920,t
12911,t
22497,m
22129,b
12064,t
21166,t
3163,t
16658,e
596,m
20508,m
13783,t
11299,t
12570,t
6499,m
11954,b
3904,b
13583,t
9820,t
24672,e
24937,e
5592,t
16132,e
13948,m
12798,b
9812,e
3411,e
3580,e
2256,e
1542,b
15102,b
4263,e
10102,e
22571,b
11286,t
21375,m
16095,m
1065,m
5113,b
23474,t
16665,b
12628,t
20040,e
21718,e
2867,b
19082,t
22088,t
18570,e
21086,t
18405,e
15620,m
1176,e
15670,b
7785,e
23360,e
15048,e
21259,m
16718,t
5616,b
7439,m
13862,b
7878,b
15991,m
21221,b
13040,t
2254,t
3041,b
16664,b
14292,e
6040,m
20435,t
8745,t
8900,b
20419,m
14562,e
15224,m
22994,e
11431,e
694,m
6306,m
5273,b
20964,t
505,m
14757,b
21273,m
18913,e
16532,t
10613,m
7799,b
24099,t
15307,b
10815,t
11987,e
6205,e
14792,b
12359,t
20812,m
5103,m
10552,e
5894,t
19479,e
7840,t
8803,b
4514,e
9044,e
2966,t
4503,t
23873,e
14709,t
3040,e
12467,e
19914,b
20912,b
11767,e
15490,b
22378,m
12770,b
6576,b
22650,m
1931,t
7689,e
21701,m
17742,t
5818,m
24015,e
17462,b
13938,e
11978,t
18000,m
17332,b
18233,e
13983,b
10791,b
13332,t
1591,b
19873,m
3055,b
19051,m
2845,e
15703,e
21062,e
24023,t
20930,b
23492,t
24660,t
20313,t
14437,b
12889,m
9564,t
14851,t
13785,t
1851,b
18767,m
18383,e
261,m
2550,b
21895,b
14892,b
15533,b
45,e
17583,e
3505,e
8966,m
12039,b
6035,m
10300,e
17847,b
9608,e
21030,m
892,e
17827,b
17338,b
15402,b
8523,e
22873,b
3254,m
22206,m
6192,b
7311,m
18006,b
4478,m
18531,b
13558,e
12290,m
20631,t
133,t
16255,t
11936,t
4062,m
23822,e
20041,m
13018,b
13144,t
10271,e
2757,t
8915,t
18449,t
12884,e
5425,m
19097,b
9267,t
5428,b
12062,b
10326,e
21136,m
18982,e
17282,b
12211,m
15240,e
7983,b
15052,e
19318,b
21125,e
7032,m
9952,b
8432,b
14531,b
2230,b
1702,m
6664,m
7749,m
22797,t
6641,t
7837,t
2944,b
10906,e
5244,t
20161,b
19334,b
16578,b
2165,e
7497,t
7690,t
4688,e
16452,e
19349,m
22972,m
23678,e
14647,b
18425,e
7711,m
20223,e
22750,t
12020,m
9013,t
22944,t
20584,m
18385,e
1691,m
5183,b
5352,t
17310,b
4039,t
8924,b
21545,t
18657,e
20816,b
2144,t
13280,b
13505,b
21402,b
12348,b
119,m
17527,e
15266,m
6870,e
13708,e
2851,m
6209,t
13200,b
15969,t
13943,e
7540,b
15292,e
14814,m
8277,b
2015,t
10978,b
6937,e
1305,b
18293,t
18079,t
5866,m
17775,e
1212,e
8490,e
23190,e
16455,m
5950,b
10588,b
23882,e
1365,t
13082,b
1587,m
21396,m
111,e
5300,m
18269,b
23496,b
7266,e
5608,b
23976,t
20633,e
5384,b
23115,t
22452,b
9491,t
19820,m
3281,b
22919,t
15544,e
10401,b
6127,e
4640,b
16101,t
15751,b
9247,t
16548,t
14450,m
18722,m
9184,b
6625,t
4824,b
746,t
14877,e
16815,b
4235,m
12186,m
24437,b
16932,t
9160,m
3949,t
9739,e
16547,t
19327,m
5069,e
3089,m
10307,m
24635,t
17441,m
21317,b
20056,m
12515,m
9719,m
15829,t
13650,t
14346,b
22158,m
19258,e
18585,e
10336,m
12287,m
10066,b
12312,t
19442,e
4574,b
14653,t
15525,t
15009,b
23719,m
488,m
13705,e
15968,e
11129,b
12396,m
17745,t
24303,e
2793,b
13097,t
11579,t
11805,b
22942,e
11972,e
5839,e
2198,m
13263,t
18491,b
5395,t
6282,t
23818,m
4679,b
22574,e
15731,t
7402,t
21751,t
15330,e
4307,t
323,m
2404,m
17885,e
16943,b
7631,e
3581,b
14764,t
18547,m
11613,t
17933,b
12828,m
1374,t
4791,e
17627,t
16808,m
3250,b
12638,t
17289,m
12733,t
11663,b
23384,m
8377,m
3154,e
6826,e
11469,t
21301,e
9977,b
87,m
12944,t
22760,b
526,b
18988,t
13170,b
11653,t
19205,e
10115,t
14428,m
24773,t
815,m
21182,t
9424,m
12694,b
8518,m
7927,m
11976,t
16848,t
7114,b
22829,t
4051,e
23255,b
8250,b
13516,e
966,t
10144,b
7145,b
24673,b
6009,m
12163,b
9496,m
1409,b
24866,t
10578,t
18001,m
23105,m
5953,e
1923,t
15485,e
24786,e
17949,t
2761,m
628,b
24490,b
21330,b
18479,m
9992,b
21231,t
17304,e
9252,e
3559,b
19731,b
23416,b
3433,b
12174,m
16914,m
5057,e
10969,b
19621,e
11913,e
13759,b
4949,m
187,t
16172,t
10583,t
23909,t
12346,e
22448,e
10043,t
16124,t
23031,m
13947,m
18893,b
12167,b
5628,b
16463,t
10985,t
1184,m
13869,t
9307,t
3969,m
23507,e
23209,m
16013,t
15066,m
8498,m
7449,e
24126,m
915,t
5341,t
11591,b
19209,t
2507,m
5175,e
16614,e
2838,t
12038,b
14675,e
6256,b
17056,m
21207,b
10557,e
22028,e
8273,e
14221,e
16460,b
5380,b
16597,e
1180,e
12414,e
21964,e
24706,m
19882,m
10575,m
10129,m
22758,b
12322,b
22623,b
1560,e
20140,m
2576,e
22293,b
19331,e
12484,t
14561,m
12807,e
21974,t
23671,t
1068,t
14302,m
14415,e
15091,b
5448,b
23743,m
20678,t
19610,b
16327,e
19251,b
23839,t
5363,e
8932,e
11075,b
3745,m
22227,t
12131,m
21565,t
16344,b
17428,b
21190,b
23861,t
23809,t
4182,m
19776,e
17697,t
780,e
13083,e
10642,m
10522,m
11285,b
21688,m
6538,t
16081,t
2607,b
4050,m
19791,m
17397,m
504,m
18841,e
245,m
21238,b
21510,b
5637,t
21977,m
20338,m
8696,t
21995,b
20763,e
2656,b
23159,e
15819,b
12251,m
20402,t
13087,e
23509,t
16429,e
1156,e
6875,e
5070,t
4333,m
13828,m
19555,b
15920,m
8882,t
23992,e
12956,m
23104,t
13343,b
4841,t
13172,e
24807,t
5610,m
5952,b
14395,t
21627,m
9182,t
855,m
16324,b
1977,t
18608,t
1753,b
8340,m
18398,t
18733,b
9518,m
15362,e
10868,m
10872,m
24798,t
4159,t
17852,e
21004,b
5282,e
5115,m
24290,b
14771,m
2733,m
17785,b
20029,m
24679,b
412,e
12254,e
6780,e
15529,b
9714,b
3751,m
12012,e
9681,t
12602,m
18967,b
18813,t
2107,e
13313,m
18739,b
4304,e
9532,m
5245,m
16009,b
15230,t
12931,t
15210,e
24845,e
6678,m
23113,b
17576,b
19801,e
11338,t
9452,b
13367,m
18335,b
22274,b
16215,t
18317,e
6199,m
6831,b
8595,b
2376,m
21747,e
19459,m
12475,e
15196,m
21220,t
18471,b
20536,m
14083,e
19810,b
18279,e
13230,e
19114,m
18487,m
16421,e
4049,t
3858,e
21690,m
10006,b
15159,b
10306,b
18600,m
23192,m
6528,b
2076,e
17029,m
161,e
7766,t
14833,t
24961,m
24064,e
20054,b
23484,t
14632,t
18884,b
11123,b
12912,t
12273,t
6214,m
10044,t
19221,m
3692,e
14327,t
5222,t
24671,m
10771,b
10932,m
4504,e
16203,m
6179,m
17349,e
3918,t
21195,e
10038,b
17505,b
13643,t
3522,e
23957,t
8630,m
6444,t
7172,t
9683,b
19173,m
21425,e
6079,e
17490,m
4431,m
1603,t
21792,m
20722,e
24842,m
4529,t
12275,m
747,e
14072,t
15673,t
16437,e
2612,b
20108,t
14989,e
3402,m
3473,e
3741,m
625,e
5810,b
14907,e
11697,m
4638,e
18631,b
9621,e
14244,e
15764,b
5982,m
13235,e
17712,t
8408,e
14184,t
19063,e
9265,e
7517,m
24162,t
13285,b
22105,m
18497,e
9921,b
3335,e
9780,m
24836,b
6685,b
14648,b
14627,b
4068,m
15393,t
22334,m
20141,e
18956,b
10720,t
11380,m
22237,b
24129,b
10213,m
3458,m
3387,t
13215,t
6246,e
16657,m
2044,t
20278,t
17352,m
14162,e
5220,m
2788,b
18784,m
24587,t
6352,m
19013,e
5646,e
10198,b
15656,t
12130,e
9777,t
24254,t
10210,b
10039,e
7101,m
12428,t
24374,e
22504,e
15977,b
12227,b
22989,b
14128,b
7798,e
16738,e
9868,e
6159,m
766,b
23296,t
1674,e
1613,m
24979,e
6644,e
17804,t
17030,m
20397,b
18538,e
20520,t
12524,b
4314,b
17732,e
20129,b
20757,t
3379,t
8230,t
11416,b
9001,b
12088,e
24224,b
10117,m
24470,t
8389,m
5317,t
5073,m
5308,e
8214,m
21224,e
13044,b
23,b
9635,m
6471,m
5977,m
19523,e
1889,m
18723,e
22078,t
22995,m
23464,t
22457,b
23349,m
6847,t
17192,m
8906,e
3136,t
1445,b
15198,e
6948,t
9737,m
1463,t
7424,e
12757,e
21581,t
273,e
3440,m
6146,b
1132,m
9235,e
11618,e
1381,b
19544,e
2217,b
13226,m
6475,b
7067,e
20999,m
24921,e
13001,t
14365,e
3228,e
6094,m
24209,e
6589,m
23369,t
9537,m
13725,t
2960,t
15205,m
10738,m
9707,e
21137,e
4647,b
2921,e
2500,e
2286,t
5410,t
13696,b
2169,b
13219,t
12230,b
4261,m
8792,b
17696,t
18489,e
22077,b
1099,m
15094,b
13768,m
1595,b
17014,m
10874,b
22540,m
15167,t
23153,b
7327,e
2551,m
2580,b
9615,t
20353,m
24840,e
10944,t
535,m
7093,m
23674,m
19172,t
7926,b
6786,e
5226,m
21179,b
9028,b
4394,b
15385,t
10527,t
19381,t
12341,m
15104,t
21423,t
7698,e
21779,e
8840,m
18244,t
15942,e
15588,e
17833,t
619,b
11904,b
19630,e
12401,e
21323,e
19511,t
22254,b
17422,m
21143,e
7569,e
15667,m
10620,b
8038,b
10260,t
15800,e
5403,b
13977,m
2680,m
19590,t
12705,m
17690,b
2143,e
3290,m
22660,t
5196,e
9900,b
1079,t
18856,e
21029,b
15057,t
17298,e
14832,t
8129,m
24436,b
3930,e
985,b
1870,t
3924,m
24332,b
771,e
18690,b
3060,e
16214,b
17911,t
14432,b
16272,b
6907,t
1545,e
22675,e
10544,t
8328,t
22921,b
22402,b
11756,t
3591,m
22708,t
21803,b
17078,b
1599,e
10750,b
3856,t
8014,m
10074,e
19760,e
6757,e
13357,e
8556,m
14637,m
4203,t
19308,b
62,t
18943,m
16375,b
20615,m
10417,m
16538,b
11375,m
10254,b
19815,t
13317,t
18144,b
20497,e
23333,m
3005,m
8633,e
18315,e
9836,m
8095,b
2670,m
4165,t
19387,e
24404,m
18176,e
22244,e
3452,m
22075,m
20400,e
3075,t
21380,e
1491,t
10508,t
7472,t
22664,b
21694,t
24728,t
8272,t
19982,m
13589,e
18687,e
1209,e
5433,t
3134,e
1875,t
11973,e
23119,t
24090,e
16844,e
2704,b
2114,m
21693,t
5106,t
22320,m
20791,m
14643,e
866,e
13352,m
23903,b
19636,e
13541,t
13880,t
23044,t
3209,m
12413,e
24006,b
7645,b
16691,b
20811,e
15966,e
13966,e
5228,t
3746,b
22356,b
15181,t
21665,t
23016,e
13112,m
4205,m
11227,e
5832,e
1101,b
11999,m
16225,e
24539,e
5327,b
6893,e
14154,e
14866,t
13462,b
18012,b
8727,e
18119,m
22744,e
24476,e
13017,m
23306,m
9124,t
21920,m
538,e
3578,t
2481,e
19102,m
3313,t
8636,e
616,t
4915,m
17458,t
6089,b
4548,e
2840,m
139,e
1553,e
15286,e
24931,e
5166,m
16386,e
20865,m
2594,m
19955,m
9270,e
21727,b
10062,t
14636,m
15,e
11502,b
17099,b
947,e
20606,b
16892,m
624,m
14111,b
4118,m
14946,t
12664,m
18622,t
14102,m
20956,b
22445,t
5509,t
23134,e
10453,e
11296,t
18833,m
1641,b
5734,e
23316,e
11856,e
18185,m
16745,m
24045,e
12351,b
22990,t
22262,b
24177,e
8198,t
18938,t
4311,m
20288,b
24646,m
22928,b
18549,b
8725,t
17468,m
3487,b
16737,e
23299,m
21384,m
24595,t
5515,b
3388,t
13903,t
14537,b
2808,m
13163,t
6669,b
16446,b
23473,e
824,e
17867,t
14856,t
13554,b
9557,b
5139,t
3378,t
3063,m
17463,e
18444,m
9046,e
1476,m
11414,m
24974,t
4661,b
15722,b
16683,m
17636,b
2999,e
21313,t
20047,b
19468,m
4842,t
7124,m
14050,e
4614,t
4283,t
13838,t
3852,m
18089,m
24441,e
23213,t
12183,m
2779,t
17952,b
10708,t
9,e
11391,b
5884,b
10632,e
6756,b
13763,t
3037,e
19883,b
3468,t
23300,t
3409,b
20026,b
2423,e
475,t
4769,m
2698,m
2926,m
15689,e
2553,m
23227,b
1835,t
18042,b
10835,t
9875,t
4910,m
15824,e
16760,m
18526,b
19936,m
5878,t
1311,b
11238,e
6732,b
1737,e
1780,m
9021,t
284,e
19497,b
3315,b
1423,e
16086,m
10866,t
14186,m
24318,m
17225,e
3202,m
11206,t
5138,b
23006,b
7679,b
6161,b
8574,b
22617,b
6708,t
14623,e
5816,m
22241,t
6437,m
24741,m
13894,b
9361,b
17237,b
5006,e
14278,e
807,m
1906,e
11455,m
17174,t
12007,t
5564,e
12310,e
14397,m
485,m
4861,m
23187,b
5088,e
10955,m
11488,t
7437,b
3403,e
927,e
19919,t
18896,t
17432,e
16765,t
22978,b
20941,t
21623,t
22037,e
4749,b
9161,e
8386,e
20807,t
20632,m
5424,b
15775,m
23868,e
11079,b
20813,t
16666,b
23715,m
4695,b
12637,e
21919,t
1146,m
693,e
24200,e
14645,t
14251,m
22791,t
7074,e
13381,m
15718,e
17106,m
20674,m
21795,t
7809,t
15304,t
24550,m
24619,e
9928,m
10197,e
17342,t
14932,b
24793,b
9973,t
5654,e
12852,b
3650,t
21013,b
13492,b
18483,e
7197,t
126,t
3110,e
3742,m
8706,m
15419,t
6733,e
18858,b
5736,b
11674,b
10717,t
5514,e
14243,m
10368,e
22367,e
10968,b
511,m
12166,b
7117,b
5862,e
17150,t
7488,b
8658,m
16073,e
6386,b
16311,b
1823,b
7368,t
6024,m
1849,t
3139,m
7226,e
21467,b
21066,m
12270,t
2193,b
15381,e
9429,b
8339,e
3477,e
2425,m
5783,m
18031,b
19509,m
10468,e
1288,t
13710,m
18978,t
8824,t
9405,m
640,e
20981,m
17799,t
7375,t
17153,m
16701,m
12610,t
701,m
16590,e
23020,b
16209,m
18256,e
24267,t
9696,m
20421,m
3899,m
22144,m
231,b
15625,e
6848,e
14581,m
160,b
12879,b
10053,t
3047,e
3039,t
23862,m
7971,t
4510,b
12715,m
2014,m
13798,t
19543,m
17125,e
18339,t
17950,e
476,e
21368,b
24287,t
7399,e
12499,e
16756,e
515,m
11247,t
17247,t
16171,t
2842,m
23279,m
3235,b
2445,t
8094,m
8388,t
20079,m
9103,m
4975,b
22970,t
17205,m
19091,b
8752,e
8019,e
15997,e
13877,b
11744,t
24485,e
19131,t
2228,m
22096,e
21599,e
1972,m
3983,e
7158,m
24689,m
1520,t
21248,m
14570,e
9344,m
3044,m
10640,t
17185,m
6863,t
21305,e
24203,b
8650,t
13687,e
1897,b
8757,m
17411,e
19070,m
11530,e
22575,e
20576,m
18418,e
23135,e
19083,t
14535,b
8382,m
11580,t
2074,m
10489,b
11967,e
24862,t
20436,e
7347,m
21052,e
14069,t
5909,t
11531,t
8805,e
3099,t
5319,t
327,t
5873,b
18428,e
4593,m
6002,m
19670,b
16368,t
21963,m
8091,e
4512,t
14068,t
16696,b
16366,m
18859,b
23469,t
6736,t
10728,m
10711,b
7606,m
16571,m
22103,t
3707,m
12687,e
23642,e
16314,e
1010,e
10130,e
17340,e
9087,t
17283,m
16145,e
4782,m
24643,m
22257,t
8954,t
4691,m
13229,m
10052,b
23049,t
10245,e
802,t
6384,b
20863,t
5000,t
20854,b
